customer_id,age,gender,contract_type,monthly_spend,tenure_months,num_complaints,last_login_days_ago,num_products,email_engagement,support_calls,churned,churn_probability,complaint_group
2926,38,Male,Monthly,80.42,46,2,64,1,0.72,6,0,0.433,1-2 Complaints
2927,46,Male,Monthly,195.96,12,3,54,1,0.51,3,0,0.506,3+ Complaints
2928,52,Male,Quarterly,51.02,56,4,57,1,0.74,0,0,0.337,3+ Complaints
2929,39,Female,Monthly,51.34,42,0,29,4,0.96,9,0,0.283,No Complaints
2930,41,Male,Quarterly,196.05,21,1,31,4,0.67,4,0,0.296,1-2 Complaints
2931,24,Male,Annual,44.97,21,3,33,2,0.39,3,0,0.421,3+ Complaints
2932,47,Male,Quarterly,115.05,19,4,47,3,0.44,8,1,0.558,3+ Complaints
2933,26,Female,Monthly,143.76,2,1,80,1,0.34,4,1,0.545,1-2 Complaints
2934,34,Female,Quarterly,111.53,12,5,58,3,0.6,7,1,0.586,3+ Complaints
2935,29,Male,Monthly,138.31,7,1,113,1,0.02,2,1,0.64,1-2 Complaints
2936,36,Male,Monthly,47.47,51,3,62,1,0.17,4,0,0.54,3+ Complaints
2937,25,Female,Annual,53.82,20,1,9,2,0.62,4,0,0.261,1-2 Complaints
2938,37,Female,Annual,127.57,44,4,71,1,0.83,5,0,0.444,3+ Complaints
2939,52,Female,Annual,193.3,45,5,23,3,0.33,4,0,0.467,3+ Complaints
2940,60,Female,Monthly,48.36,50,3,109,1,0.84,8,1,0.566,3+ Complaints
2941,64,Female,Quarterly,42.77,42,4,38,3,0.88,1,0,0.308,3+ Complaints
2942,21,Male,Monthly,134.19,42,3,111,4,0.03,6,1,0.715,3+ Complaints
2943,64,Female,Annual,183.5,16,3,114,4,0.51,9,1,0.664,3+ Complaints
2944,47,Male,Monthly,139.03,36,4,7,1,0.66,1,0,0.348,3+ Complaints
2945,61,Female,Monthly,34.93,5,3,31,2,0.84,3,0,0.403,3+ Complaints
2946,39,Female,Monthly,106.76,10,2,78,4,0.94,8,0,0.508,1-2 Complaints
2947,45,Male,Monthly,193.44,49,4,27,4,0.84,2,0,0.347,3+ Complaints
2948,53,Male,Annual,119.05,26,5,14,1,0.19,4,0,0.508,3+ Complaints
2949,61,Male,Monthly,40.92,20,4,40,3,0.24,9,1,0.647,3+ Complaints
2950,49,Male,Monthly,43.12,39,4,115,1,0.6,1,1,0.58,3+ Complaints
2951,40,Male,Annual,180.32,49,5,77,2,0.22,3,1,0.58,3+ Complaints
2952,39,Male,Monthly,144.77,34,0,34,2,0.08,2,0,0.378,No Complaints
2953,39,Female,Annual,180.19,43,2,116,4,0.16,1,0,0.533,1-2 Complaints
2954,33,Male,Monthly,193.36,36,0,21,4,0.61,5,0,0.287,No Complaints
2955,25,Male,Annual,96.97,37,5,21,4,0.25,9,1,0.567,3+ Complaints
2956,42,Male,Quarterly,192.74,36,0,40,1,0.57,4,0,0.269,No Complaints
2957,18,Male,Monthly,199.83,55,5,2,1,0.28,2,0,0.436,3+ Complaints
2958,44,Male,Monthly,61.74,34,0,19,4,0.63,0,0,0.207,No Complaints
2959,38,Male,Annual,44.2,21,3,100,2,0.16,1,1,0.576,3+ Complaints
2960,27,Male,Annual,114.31,45,0,56,3,0.22,5,0,0.373,No Complaints
2961,58,Female,Quarterly,137.58,11,0,43,2,0.7,4,0,0.291,No Complaints
2962,19,Female,Monthly,69.2,26,1,27,3,0.47,5,0,0.384,1-2 Complaints
2963,30,Female,Quarterly,50.61,18,4,4,4,0.26,7,0,0.491,3+ Complaints
2964,42,Male,Monthly,134.96,52,0,110,4,0.61,4,0,0.43,No Complaints
2965,26,Female,Monthly,164.05,16,2,3,4,0.84,8,0,0.362,1-2 Complaints
2966,46,Male,Annual,127.2,25,1,4,1,0.59,7,0,0.294,1-2 Complaints
2967,32,Female,Quarterly,22.7,53,2,113,2,0.64,8,0,0.519,1-2 Complaints
2968,52,Female,Monthly,101.78,56,4,1,2,0.4,2,0,0.369,3+ Complaints
2969,40,Male,Monthly,179.79,42,0,92,2,0.83,5,0,0.381,No Complaints
2970,18,Female,Annual,146.17,8,1,110,4,0.67,5,0,0.497,1-2 Complaints
2971,42,Female,Quarterly,111.8,14,3,17,2,0.9,1,0,0.267,3+ Complaints
2972,20,Female,Quarterly,107.79,20,0,85,2,0.19,9,0,0.541,No Complaints
2973,48,Female,Annual,139.22,11,0,27,4,0.53,6,0,0.322,No Complaints
2974,34,Female,Monthly,68.7,11,2,101,4,0.41,3,1,0.585,1-2 Complaints
2975,33,Female,Monthly,148.94,47,1,55,1,0.51,0,0,0.324,1-2 Complaints
2976,55,Female,Monthly,98.66,54,5,17,3,0.25,8,1,0.565,3+ Complaints
2977,31,Male,Quarterly,77.25,16,2,83,3,0.55,6,0,0.506,1-2 Complaints
2978,45,Male,Quarterly,94.39,7,1,59,4,0.04,1,0,0.458,1-2 Complaints
2979,35,Male,Quarterly,71.66,33,0,17,3,0.95,4,0,0.15,No Complaints
2980,64,Female,Monthly,186.57,41,2,17,1,0.33,6,0,0.421,1-2 Complaints
2981,54,Male,Quarterly,30.86,42,5,72,2,0.2,1,1,0.555,3+ Complaints
2982,58,Female,Monthly,56.33,55,0,67,1,0.58,8,0,0.402,No Complaints
2983,20,Male,Monthly,191.18,21,4,116,1,0.86,5,1,0.62,3+ Complaints
2984,47,Female,Annual,116.84,14,0,27,2,0.73,8,0,0.307,No Complaints
2985,25,Female,Monthly,60.45,42,2,109,4,0.33,9,1,0.656,1-2 Complaints
2986,51,Female,Quarterly,87.83,27,5,7,1,0.13,4,0,0.504,3+ Complaints
2987,41,Female,Monthly,71.32,56,3,99,1,0.35,4,1,0.573,3+ Complaints
2988,33,Male,Quarterly,157.07,16,3,86,4,0.05,0,1,0.562,3+ Complaints
2989,25,Male,Annual,152.43,33,3,89,1,0.59,2,0,0.462,3+ Complaints
2990,48,Male,Quarterly,21.21,5,4,1,1,0.5,5,0,0.429,3+ Complaints
2991,40,Female,Quarterly,120.22,4,4,64,4,0.56,2,0,0.505,3+ Complaints
2992,53,Female,Quarterly,103.9,18,3,98,2,1.0,4,0,0.454,3+ Complaints
2993,44,Female,Monthly,95.88,47,1,81,3,0.16,6,0,0.538,1-2 Complaints
2994,52,Female,Quarterly,63.77,16,4,68,2,0.51,9,1,0.608,3+ Complaints
2995,57,Male,Monthly,134.77,9,4,59,1,0.13,1,1,0.607,3+ Complaints
2996,41,Male,Annual,198.28,42,0,65,4,0.04,6,0,0.447,No Complaints
2997,53,Male,Monthly,140.6,10,0,99,3,0.98,0,0,0.344,No Complaints
2998,52,Male,Monthly,131.06,11,0,19,3,0.72,7,0,0.332,No Complaints
2999,55,Male,Quarterly,52.29,31,2,4,2,0.03,7,0,0.436,1-2 Complaints
3000,62,Female,Monthly,70.94,15,3,87,1,0.96,3,0,0.479,3+ Complaints
